OOSDate,Alpha,AlphaQ1,AlphaQ2,AlphaQ3,Beta1,Beta2,Beta3,Rsquared,DW,Baseline,Growth
11/09/2007,-6.84381353295425,0.671352298799989,0.644432705026538,1.76438566127526,0.547349627437523,0.229674532241772,-0.0244881271805491,0.885946923107622,2.02178818951958,3.65853414551764,0.0532826827417621
02/11/2008,-7.78090099510741,0.708638611370916,0.619290334421072,1.77751065857947,0.44502493520962,0.263413035654127,-0.019360991335073,0.887839432877553,1.85872458871826,3.69920834117796,0.0554545104329889
05/12/2008,-7.08768099683852,0.180864703937308,0.591067230946022,1.76792088281639,0.432789593169277,0.234983761023055,0.0145947520920881,0.845970031323508,1.54964721292359,3.70554351444319,0.0534120925871233
08/11/2008,-4.09269603584617,0.493486931394569,0.334690719007797,2.16685168944849,0.651483282773318,0.095971364697278,0.0879547006065204,0.741846980508391,1.14850798234372,3.43971715286593,0.0575427520854823
11/11/2008,-4.93752456778376,0.381326891904069,0.130986029177396,2.12258017125645,0.570826312994669,0.133849065508942,0.0793050027216173,0.738254149103005,1.55378339364238,3.50759128612445,0.0521704654846271
02/11/2009,-14.1841457501067,2.41664796797341,1.77556862767618,3.70306184246365,0.300783205885429,0.272478949832463,0.3143670811592,0.450553561110686,0.968146532964203,3.08769569036988,0.0381936326222496
05/12/2009,-15.5310375245477,2.26340387694118,1.2341301089445,3.09848033305566,0.0831231407142338,0.343093676901763,0.313313155448242,0.451296840989672,1.57651558493339,3.04513049841556,0.0336588035614165
08/11/2009,-15.6005343506746,2.27606373360638,1.13725544613781,3.10166031180011,0.0852232594845593,0.339880097341339,0.326999959788186,0.459109115511141,1.59256383933682,2.86424586775822,0.0365086488225652
11/11/2009,-15.58639446146,2.27359777702775,1.13499694814218,3.12431287363924,0.0848152981349622,0.340499901008251,0.324304499333942,0.459789775370099,1.59308479905994,2.86875422862778,0.0341307237987769
02/11/2010,-15.6802705194947,2.51867420377357,1.37516776786958,3.36792469482609,0.0928786719972391,0.334656067832495,0.328549500368946,0.46327199660687,1.6151814370174,2.70681476086515,0.0366364426125914
05/12/2010,-15.5335990714297,2.41284486961,1.39753418955447,3.39291167553251,0.0992527694377689,0.329689331433087,0.328830447276695,0.461931484743506,1.6308723237158,2.72168901692555,0.0348366247402401
08/11/2010,-15.5972006889608,2.40480490656289,1.46442643792625,3.38452791534976,0.097531275759966,0.331725660884102,0.328600765169873,0.462916677785974,1.63002575636456,2.72960921406291,0.0357055381121869
11/11/2010,-15.5293850154749,2.39939126519844,1.46589735961101,3.23508169558435,0.0958469597362889,0.329551442455823,0.330382080252435,0.461427150138205,1.63099537702024,2.7285682401045,0.0362539949718805
02/11/2011,-15.5782162130225,2.2822409636732,1.34840382258699,3.11650343761967,0.0921192533992215,0.333817009911603,0.331175589821588,0.461680028231954,1.62643491211371,2.69230486292347,0.0387774316416933
05/12/2011,-15.4224622264665,2.1499234062077,1.35410099896052,3.12372153865015,0.0910878939677131,0.329514877130614,0.332181219488542,0.461360268744997,1.6329834052355,2.74651720078452,0.0372773945625637
08/11/2011,-15.6415348720598,2.13704279194074,1.46851053444754,3.10605413844044,0.0887041595087035,0.335680929694571,0.332073301937353,0.468813230771566,1.62872541677304,2.76952927448463,0.0397397281005551
11/11/2011,-15.7748459238669,2.15728706752272,1.47172995028822,3.28588555014583,0.0948129554943843,0.338955971303117,0.330173670059535,0.482400758802344,1.62988140460224,2.87823081997911,0.0397848226010251
02/10/2012,-15.6017703692952,1.98237644543079,1.27570238711934,3.08615691568638,0.10580292024291,0.339629167591948,0.326720796935834,0.481628877485626,1.63964348980777,2.91190158865272,0.0402476217387771
05/11/2012,-15.2502172050287,1.68392487712066,1.28106457267149,3.09529452520468,0.0994171845907245,0.330260495171812,0.330168914793313,0.473708661981176,1.65734313632929,2.9298590957814,0.0389747744957729
08/10/2012,-15.4005090015718,1.6693799417077,1.39014544971664,3.08055651746502,0.0965952601845814,0.334277374180636,0.331211817801279,0.477064990981656,1.67356465427618,2.96586661346066,0.0395246767513917
11/09/2012,-15.3563170923252,1.65686659743783,1.3848010795391,2.96121317581303,0.0928577551141711,0.333022051457071,0.333224502807661,0.47698176810698,1.67385276192166,3.01360842258933,0.0382650671145579
02/11/2013,-15.4321377202627,1.493944214206,1.21892356463504,2.79696002449321,0.0885124965304665,0.339537262375801,0.33265139939444,0.477583856200079,1.66581612866238,2.94258912812665,0.0419584526307473
05/09/2013,-15.3581746597026,1.4330473401141,1.22072655071114,2.79973593838123,0.0873806633185348,0.337238977650248,0.334343584994614,0.479599252092233,1.67238420557444,3.08513826235414,0.0376927305758814
08/09/2013,-15.5100417774296,1.42620513655119,1.30441024637155,2.7897256170527,0.0869233905054373,0.34170919136437,0.332898537674567,0.48701531328254,1.66964541494895,3.11152438178425,0.0389668312969687
11/11/2013,-15.5004959631903,1.42605361438042,1.30481636595879,2.78336687307683,0.0867842005679475,0.341436801661086,0.333041049774103,0.496715642590675,1.67188523137355,3.19100753913159,0.0386138810323438
02/11/2014,-15.6588090018695,1.26173308881633,1.1300576668814,2.60795270600795,0.0856544469838202,0.349900261470766,0.332073488916694,0.503560631410437,1.65970754339236,3.20979126842984,0.0402409672458486
05/12/2014,-15.8834567522628,1.4538952454176,1.13640671343523,2.60803163515305,0.0930864068644838,0.35603510567492,0.327123421731429,0.515952129398278,1.66001429533383,3.38225050703514,0.0376190577189051
08/11/2014,-15.8013761488213,1.44332105789458,1.05868811124031,2.60578612741798,0.0888968855094294,0.353686306693464,0.329963800744437,0.519896260892137,1.66446340504354,3.36008404218219,0.0395196791810759
11/11/2014,-15.9490413948803,1.4359815785227,1.04705943935135,2.66976061476071,0.0880617369896748,0.357686977761852,0.329546669449049,0.534436723321812,1.66286787382036,3.46810108402122,0.0388674510393909
02/11/2015,-15.7343743255722,1.20025086717383,0.786496233925509,2.40133848272401,0.105012941401872,0.359349964652461,0.321985035177473,0.533704609326782,1.67630223586571,3.55135880756636,0.0384130470809532
05/12/2015,-15.7344921769157,1.24143623675527,0.792278518956114,2.40596091342466,0.107611709511906,0.359364487131211,0.320631251980098,0.537207194186914,1.69785098242198,3.74966941211085,0.0336117590206833
08/11/2015,-15.8411355869292,1.24919546648817,0.948748919229133,2.40455625092595,0.111748541865359,0.363365858260164,0.31445833943668,0.541464585621232,1.69732947939478,3.74520762594386,0.0353203154040853
11/11/2015,-15.9144096228056,1.27754815594843,0.960337502765444,2.63025281641882,0.122700814416484,0.367558583212094,0.301696536486809,0.550998247846594,1.69732435680297,3.8407228418312,0.0352369131288079
02/11/2016,-15.2875814385462,1.00959435759218,0.661658370277232,2.31364930279061,0.156621154798264,0.36360570370706,0.277458851039594,0.543959735408658,1.71684427735768,3.88572472582248,0.0360095134383613
05/12/2016,-15.1552936379788,1.35714750305461,0.729629379643123,2.36748790807744,0.182798021568082,0.361936162005931,0.258313846692868,0.548222256490261,1.74877747788751,4.11817454000321,0.032122638894692
08/11/2016,-15.138425243272,1.38343038222007,0.856863943502868,2.38345459951076,0.192034429395992,0.362634587557623,0.249871310078489,0.554002711321172,1.76856352203201,4.0751935856882,0.0344697196097314
11/11/2016,-15.1200495108506,1.38284681722094,0.857764995152424,2.36634250023625,0.191501155030179,0.36190991660586,0.250987171092925,0.561213908315296,1.77214191616471,4.11413603106233,0.0348437968163624
02/10/2017,-15.2823593409082,1.16233072620046,0.623037824677887,2.12768826849304,0.189941546086669,0.373740561554579,0.243083548628911,0.567341508944634,1.75454231332158,4.11758320544295,0.0363834775482534
05/12/2017,-15.2203826687037,1.1012120152843,0.620671861682648,2.12719775583513,0.187174466396626,0.371884970558858,0.245715757937898,0.57287884803244,1.76668753419827,4.25100644160314,0.0343209784778946
08/11/2017,-15.1425435668557,1.1034455199008,0.579192505559253,2.13202233408557,0.18683522399935,0.369606167079294,0.247098107355561,0.577233538424677,1.76601516211455,4.22218376366357,0.0356734842739259
11/10/2017,-14.8783448756754,1.12123933774192,0.605110785356272,2.04338296265115,0.18930732357042,0.361635086567814,0.250497332249906,0.58146473909067,1.77117292291833,4.23588966913584,0.0363312395475577
02/09/2018,-14.9991182179167,1.0331387637927,0.512007326536934,1.94835092465977,0.18639659039119,0.367466822647329,0.248595594267476,0.589599757411366,1.7688597033428,4.15526287454972,0.0392125474603424
05/10/2018,-15.2673095511345,1.17710431130927,0.50415157098933,1.93576996954707,0.188937047361472,0.374786685182178,0.244187289917648,0.604472712754213,1.76020802367761,4.35049323216897,0.0369780353590199
08/10/2018,-15.5009631038429,1.18420937003312,0.636964407530248,1.93240946174697,0.194966696923079,0.380692801783585,0.239643731688586,0.622514833795879,1.75946753101766,4.37096223333365,0.0387208389425664
11/09/2018,-15.4647603214075,1.18311263277598,0.637891881424758,1.91400259286653,0.194078568197866,0.379864640031276,0.240042531416359,0.639400072691749,1.76550946736501,4.44345741236791,0.0390728085772727
02/11/2019,-15.5528104264664,0.873178960712941,0.30085465044182,1.56582447627546,0.210327343651404,0.387099862677813,0.240247811218905,0.647790606657468,1.77628961776114,4.54674871021444,0.0394160330922286
05/10/2019,-15.5384256240549,0.86150248320178,0.299944946083147,1.56539320977896,0.209588841716559,0.386810031673447,0.240547524413585,0.663267114275054,1.81510148862343,4.72026155257538,0.037943266864886
08/09/2019,-15.2036881545517,0.866231855397614,0.14902083484697,1.5799370231774,0.205335033476916,0.378601755911758,0.244316942170353,0.666507928696979,1.79996334256493,4.69032522425471,0.0392634202558275
11/11/2019,-14.391805354285,0.936861067107753,0.238209481718623,1.41763041015456,0.219021157051304,0.356110399396327,0.247076188350145,0.663544044932372,1.80361593119982,4.70668932664939,0.0395955846237994
02/11/2020,-14.3398899147165,0.959737942252444,0.262114688360423,1.44239649773609,0.220785745778314,0.35426965386879,0.246824269576908,0.673332808310944,1.82594230931317,4.68881832771752,0.0410016128991058
05/12/2020,-13.0750563904296,1.58276760391119,0.464963354964281,1.65242357008611,0.300239602448146,0.317479169913967,0.223232967020269,0.662529712662548,1.96896391439888,5.08014616138464,0.0356181445468253
08/11/2020,-13.7223183236019,1.49095802393582,0.0505673993190944,1.55252113619266,0.255520135464668,0.330482853058369,0.257074645556965,0.650251693978035,1.98223504026928,5.18135129574688,0.0327569783898976
